iter	Passed	Remaining
187	700	3026
188	704	3022
189	707	3015
190	710	3010
191	713	3003
192	716	2996
193	719	2990
194	723	2984
195	726	2978
196	729	2972
197	732	2968
198	736	2963
199	739	2958
200	742	2952
201	745	2947
202	749	2941
203	752	2935
204	755	2929
205	758	2922
206	761	2918
207	764	2912
208	768	2907
209	771	2901
210	774	2895
211	777	2889
212	780	2883
213	783	2877
214	786	2872
215	789	2867
216	793	2861
217	796	2855
218	799	2849
219	802	2843
220	805	2838
221	808	2832
222	811	2826
223	814	2821
224	817	2815
225	820	2810
226	823	2804
227	826	2799
228	830	2794
229	833	2789
230	836	2783
231	839	2778
232	842	2773
233	845	2767
234	848	2762
235	851	2757
236	854	2751
237	857	2746
238	861	2741
239	864	2737
240	867	2732
241	870	2727
242	873	2721
243	876	2716
244	879	2711
245	882	2706
246	885	2700
247	889	2696
248	892	2691
249	895	2687
250	899	2683
251	902	2677
252	905	2673
253	908	2668
254	911	2663
255	914	2658
256	917	2653
257	920	2648
258	924	2644
259	927	2639
260	930	2634
261	933	2629
262	937	2628
263	941	2626
264	945	2621
265	948	2617
266	951	2612
267	955	2608
268	958	2604
269	961	2600
270	964	2595
271	968	2590
272	971	2586
273	974	2581
274	977	2576
275	980	2571
276	983	2567
277	986	2562
278	990	2558
279	993	2554
280	996	2550
281	999	2545
282	1002	2540
283	1005	2535
284	1009	2531
285	1012	2527
286	1015	2522
287	1018	2518
288	1021	2513
289	1025	2509
290	1028	2505
291	1031	2500
292	1034	2496
293	1038	2492
294	1041	2488
295	1044	2484
296	1047	2479
297	1050	2475
298	1053	2471
299	1057	2466
300	1060	2462
301	1063	2457
302	1066	2453
303	1069	2448
304	1072	2444
305	1075	2439
306	1078	2434
307	1081	2430
308	1084	2426
309	1088	2422
310	1091	2418
311	1094	2414
312	1097	2409
313	1101	2405
314	1104	2401
315	1107	2397
316	1110	2393
317	1114	2389
318	1117	2384
319	1120	2380
320	1123	2376
321	1126	2372
322	1129	2368
323	1132	2363
324	1136	2359
325	1139	2355
326	1142	2351
327	1146	2348
328	1149	2343
329	1152	2339
330	1155	2335
331	1158	2331
332	1161	2326
333	1165	2323
334	1168	2319
335	1171	2315
336	1175	2312
337	1178	2308
338	1182	2305
339	1186	2303
340	1190	2301
341	1194	2298
342	1198	2295
343	1201	2292
344	1205	2287
345	1208	2283
346	1211	2279
347	1214	2275
348	1217	2271
349	1220	2267
350	1224	2264
351	1228	2261
352	1231	2257
353	1235	2254
354	1238	2250
355	1241	2246
356	1244	2242
357	1247	2237
358	1251	2233
359	1254	2229
360	1257	2225
361	1260	2221
362	1263	2217
363	1267	2214
364	1270	2210
365	1273	2206
366	1277	2202
367	1279	2198
368	1283	2193
369	1286	2189
370	1289	2185
371	1292	2181
372	1295	2177
373	1298	2173
374	1301	2169
375	1304	2165
376	1307	2161
377	1310	2156
378	1314	2153
379	1317	2149
380	1320	2145
381	1323	2141
382	1326	2137
383	1329	2133
384	1333	2129
385	1336	2125
386	1339	2121
387	1342	2117
388	1345	2113
389	1348	2109
390	1351	2105
391	1354	2101
392	1357	2097
393	1360	2093
394	1363	2089
395	1367	2085
396	1370	2081
397	1373	2077
398	1376	2073
399	1379	2069
400	1382	2065
401	1385	2061
402	1389	2057
403	1392	2053
404	1395	2049
405	1398	2045
406	1401	2041
407	1404	2037
408	1407	2033
409	1410	2029
410	1413	2025
411	1416	2022
412	1419	2018
413	1423	2014
414	1426	2010
415	1429	2006
416	1432	2002
417	1435	1998
418	1438	1994
419	1441	1991
420	1444	1987
421	1448	1983
422	1451	1979
423	1454	1975
424	1457	1971
425	1460	1967
426	1463	1963
427	1466	1959
428	1469	1956
429	1472	1952
430	1475	1948
431	1479	1944
432	1482	1940
433	1485	1936
434	1488	1933
435	1491	1929
436	1494	1925
437	1497	1921
438	1500	1918
439	1504	1914
440	1507	1910
441	1510	1906
442	1513	1902
443	1516	1898
444	1519	1895
445	1522	1891
446	1526	1887
447	1529	1884
448	1532	1880
449	1535	1876
450	1538	1872
451	1541	1868
452	1544	1865
453	1547	1861
454	1550	1857
455	1554	1853
456	1557	1850
457	1560	1846
458	1563	1842
459	1566	1838
460	1569	1834
461	1572	1831
462	1575	1827
463	1578	1823
464	1581	1819
465	1585	1816
466	1588	1812
467	1591	1809
468	1594	1805
469	1597	1801
470	1600	1798
471	1604	1794
472	1607	1790
473	1610	1786
474	1613	1783
475	1616	1779
476	1619	1775
477	1622	1771
478	1625	1768
479	1628	1764
480	1631	1760
481	1634	1756
482	1637	1753
483	1641	1749
484	1644	1746
485	1647	1742
486	1650	1738
487	1653	1735
488	1656	1731
489	1660	1728
490	1663	1724
491	1667	1721
492	1671	1718
493	1674	1714
494	1677	1711
495	1680	1707
496	1683	1703
497	1686	1700
498	1689	1696
499	1692	1692
500	1696	1689
501	1699	1685
502	1702	1681
503	1705	1678
504	1708	1674
505	1711	1671
506	1714	1667
507	1718	1663
508	1721	1660
509	1724	1657
510	1728	1653
511	1731	1650
512	1734	1646
513	1737	1642
514	1740	1639
515	1743	1635
516	1746	1632
517	1749	1628
518	1753	1624
519	1756	1621
520	1759	1617
521	1762	1613
522	1765	1610
523	1768	1606
524	1771	1603
525	1775	1599
526	1778	1596
527	1781	1592
528	1784	1588
529	1787	1584
530	1790	1581
531	1793	1577
532	1796	1574
533	1799	1570
534	1802	1566
535	1805	1563
536	1808	1559
537	1811	1555
538	1814	1552
539	1818	1548
540	1821	1545
541	1824	1541
542	1827	1537
543	1830	1534
544	1833	1530
545	1836	1527
546	1839	1523
547	1842	1519
548	1845	1516
549	1849	1512
550	1852	1509
551	1855	1505
552	1858	1502
553	1861	1498
554	1864	1495
555	1867	1491
556	1870	1487
557	1873	1484
558	1876	1480
559	1879	1476
560	1882	1473
561	1885	1469
562	1889	1466
563	1892	1462
564	1895	1459
565	1898	1456
566	1902	1452
567	1905	1448
568	1908	1445
569	1911	1442
570	1914	1438
571	1917	1434
572	1921	1431
573	1924	1428
574	1927	1424
575	1930	1421
576	1933	1417
577	1936	1413
578	1939	1410
579	1942	1406
580	1945	1403
581	1949	1399
582	1952	1396
583	1955	1392
584	1958	1389
585	1961	1385
586	1964	1382
587	1967	1378
588	1970	1375
589	1973	1371
590	1976	1368
591	1980	1364
592	1983	1361
593	1986	1357
594	1989	1354
595	1992	1350
596	1995	1347
597	1998	1343
598	2002	1340
599	2005	1336
600	2008	1333
601	2011	1330
602	2014	1326
603	2017	1323
604	2021	1319
605	2024	1316
606	2027	1312
607	2030	1309
608	2033	1305
609	2036	1302
610	2039	1298
611	2042	1295
612	2045	1291
613	2048	1288
614	2052	1284
615	2055	1281
616	2058	1277
617	2061	1274
618	2064	1270
619	2067	1267
620	2070	1263
621	2073	1260
622	2077	1256
623	2080	1253
624	2083	1249
625	2086	1246
626	2089	1242
627	2092	1239
628	2095	1236
629	2098	1232
630	2101	1228
631	2104	1225
632	2107	1222
633	2111	1218
634	2114	1215
635	2117	1211
636	2120	1208
637	2123	1204
638	2126	1201
639	2129	1197
640	2132	1194
641	2135	1190
642	2139	1187
643	2142	1184
644	2145	1180
645	2148	1177
646	2151	1173
647	2154	1170
648	2158	1167
649	2161	1163
650	2164	1160
651	2167	1157
652	2170	1153
653	2173	1150
654	2177	1146
655	2180	1143
656	2183	1140
657	2186	1136
658	2190	1133
659	2193	1129
660	2195	1126
661	2198	1122
662	2202	1119
663	2205	1115
664	2208	1112
665	2212	1109
666	2215	1106
667	2219	1102
668	2222	1099
669	2225	1096
670	2228	1092
671	2231	1089
672	2234	1085
673	2237	1082
674	2241	1079
675	2244	1075
676	2247	1072
677	2250	1068
678	2253	1065
679	2256	1061
680	2259	1058
681	2262	1055
682	2266	1051
683	2269	1048
684	2272	1044
685	2275	1041
686	2278	1038
687	2281	1034
688	2284	1031
689	2288	1027
690	2291	1024
691	2294	1021
692	2297	1017
693	2300	1014
694	2304	1011
695	2307	1007
696	2310	1004
697	2313	1000
698	2316	997
699	2319	994
700	2323	990
701	2326	987
702	2329	984
703	2332	980
704	2335	977
705	2338	973
706	2341	970
707	2344	967
708	2347	963
709	2351	960
710	2354	956
711	2357	953
712	2360	950
713	2363	946
714	2366	943
715	2370	940
716	2373	936
717	2376	933
718	2380	930
719	2383	926
720	2386	923
721	2389	920
722	2392	916
723	2395	913
724	2398	909
725	2401	906
726	2404	903
727	2407	899
728	2410	896
729	2414	892
730	2417	889
731	2420	886
732	2423	882
733	2426	879
734	2429	875
735	2432	872
736	2435	869
737	2438	865
738	2441	862
739	2444	858
740	2447	855
741	2451	852
742	2454	848
743	2457	845
744	2460	842
745	2463	838
746	2466	835
747	2469	832
748	2473	828
749	2476	825
750	2479	821
751	2482	818
752	2485	815
753	2488	811
754	2491	808
755	2495	805
756	2498	801
757	2501	798
758	2504	795
759	2507	791
760	2510	788
761	2514	785
762	2518	782
763	2521	778
764	2524	775
765	2527	772
766	2531	768
767	2534	765
768	2537	762
769	2540	758
770	2543	755
771	2547	752
772	2550	748
773	2553	745
774	2556	742
775	2559	738
776	2563	735
777	2566	732
778	2569	728
779	2572	725
780	2575	722
781	2578	718
782	2581	715
783	2584	712
784	2588	708
785	2591	705
786	2594	702
787	2597	698
788	2600	695
789	2603	692
790	2606	688
791	2609	685
792	2613	682
793	2616	678
794	2619	675
795	2622	672
796	2625	668
797	2628	665
798	2631	662
799	2635	658
800	2638	655
801	2641	652
802	2644	648
803	2647	645
804	2650	642
805	2653	638
806	2656	635
807	2659	632
808	2663	628
809	2666	625
810	2669	622
811	2672	618
812	2675	615
813	2678	612
814	2681	608
815	2685	605
816	2688	602
817	2691	598
818	2694	595
819	2697	592
820	2701	588
821	2704	585
822	2708	582
823	2711	579
824	2715	575
825	2718	572
826	2721	569
827	2724	565
828	2727	562
829	2730	559
830	2733	555
831	2736	552
832	2740	549
833	2743	546
834	2746	542
835	2750	539
836	2753	536
837	2756	532
838	2759	529
839	2762	526
840	2766	522
841	2769	519
842	2772	516
843	2775	513
844	2779	509
845	2782	506
846	2785	503
847	2788	499
848	2791	496
849	2794	493
850	2797	489
851	2800	486
852	2804	483
853	2806	479
854	2810	476
855	2813	473
856	2816	469
857	2819	466
858	2822	463
859	2825	460
860	2829	456
861	2832	453
862	2835	450
863	2838	446
864	2841	443
865	2845	440
866	2848	436
867	2851	433
868	2854	430
869	2857	427
870	2860	423
871	2863	420
872	2866	417
873	2869	413
874	2872	410
875	2876	407
876	2879	403
877	2882	400
878	2885	397
879	2888	393
880	2891	390
881	2894	387
882	2898	384
883	2901	380
884	2904	377
885	2907	374
886	2910	370
887	2913	367
888	2917	364
889	2920	360
890	2923	357
891	2926	354
892	2929	351
893	2932	347
894	2936	344
895	2939	341
896	2942	337
897	2945	334
898	2948	331
899	2951	327
900	2955	324
901	2958	321
902	2961	318
903	2964	314
904	2968	311
905	2971	308
906	2974	305
907	2978	301
908	2981	298
909	2984	295
910	2987	291
911	2991	288
912	2994	285
913	2997	282
914	3000	278
915	3004	275
916	3007	272
917	3010	268
918	3013	265
919	3016	262
920	3020	259
921	3024	255
922	3027	252
923	3030	249
924	3033	245
925	3037	242
926	3040	239
927	3043	236
928	3046	232
929	3049	229
930	3052	226
931	3056	222
932	3059	219
933	3062	216
934	3066	213
935	3069	209
936	3072	206
937	3075	203
938	3078	200
939	3081	196
940	3085	193
941	3088	190
942	3091	186
943	3094	183
944	3098	180
945	3101	177
946	3104	173
947	3107	170
948	3111	167
949	3114	163
950	3117	160
951	3120	157
952	3124	154
953	3128	150
954	3132	147
955	3135	144
956	3139	141
957	3143	137
958	3146	134
959	3149	131
960	3152	127
961	3155	124
962	3158	121
963	3162	118
964	3165	114
965	3168	111
966	3171	108
967	3174	104
968	3177	101
969	3181	98
970	3184	95
971	3187	91
972	3190	88
973	3194	85
974	3197	81
975	3201	78
976	3204	75
977	3207	72
978	3210	68
979	3214	65
980	3217	62
981	3220	59
982	3223	55
983	3226	52
984	3229	49
985	3233	45
986	3236	42
987	3239	39
988	3242	36
989	3245	32
990	3248	29
991	3251	26
992	3255	22
993	3258	19
994	3261	16
995	3264	13
996	3268	9
997	3271	6
998	3273	3
999	3277	0
