iter	Logloss
308	0.1607293799
309	0.1605590071
310	0.1600469161
311	0.1596100581
312	0.1591486602
313	0.1588370185
314	0.1581256694
315	0.1579280467
316	0.1577414119
317	0.1574485466
318	0.1572090439
319	0.1569278695
320	0.1565301073
321	0.1562871897
322	0.1559966695
323	0.1557620183
324	0.1555165207
325	0.1550466395
326	0.1546320784
327	0.1544118088
328	0.1542610629
329	0.154070091
330	0.1538633773
331	0.1536061394
332	0.1532376471
333	0.1530322896
334	0.1527493766
335	0.1524859386
336	0.1521472715
337	0.1519338772
338	0.1517147268
339	0.1513686452
340	0.1512354851
341	0.1510433907
342	0.1506766215
343	0.1503281965
344	0.150195229
345	0.149980231
346	0.1496753493
347	0.1493725593
348	0.1491085458
349	0.1487760622
350	0.1485967068
351	0.1482097898
352	0.1479848239
353	0.1476289677
354	0.1472703602
355	0.1471004203
356	0.1467777438
357	0.1466229012
358	0.1460700585
359	0.1459665525
360	0.1458522521
361	0.1457164442
362	0.1454458882
363	0.1452651107
364	0.144900737
365	0.1446690547
366	0.1445346775
367	0.144165777
368	0.1439537307
369	0.1436898112
370	0.1434313041
371	0.1432854773
372	0.1430216982
373	0.1426474054
374	0.1423189214
375	0.1417815821
376	0.1416105065
377	0.1413723835
378	0.1411351391
379	0.1408992642
380	0.1407108003
381	0.1404416882
382	0.1402148254
383	0.1400038758
384	0.1395378734
385	0.1393701572
386	0.1388167012
387	0.1383662051
388	0.1381698697
389	0.1378359787
390	0.1377265507
391	0.1373510757
392	0.1371572735
393	0.1367616035
394	0.1362784729
395	0.1361160875
396	0.1357933071
397	0.1355023325
398	0.1351134984
399	0.1349905221
400	0.134859973
401	0.134710719
402	0.1343959799
403	0.1340734018
404	0.1335593505
405	0.1334203621
406	0.1331061943
407	0.1326749052
408	0.1324188977
409	0.1322497113
410	0.1319797988
411	0.1318305652
412	0.1315419827
413	0.1312502241
414	0.1311061981
415	0.1308950258
416	0.1305683322
417	0.1303709383
418	0.1300284751
419	0.1299000905
420	0.1294874851
421	0.1293403456
422	0.1290232837
423	0.1288092404
424	0.1286581058
425	0.1285076634
426	0.1282093654
427	0.1280058634
428	0.1278242449
429	0.1276260167
430	0.1274210227
431	0.1272402246
432	0.126890897
433	0.1267090068
434	0.1266012352
435	0.1263110545
436	0.1261328674
437	0.1259666212
438	0.1258032368
439	0.1253812464
440	0.1250893029
441	0.1249419621
442	0.1246951092
443	0.1245405541
444	0.1243259531
445	0.1241275651
446	0.123819163
447	0.1236356717
448	0.1232434849
449	0.123032749
450	0.1227509596
451	0.1226220737
452	0.1224509449
453	0.1222660935
454	0.1220269944
455	0.1218888641
456	0.1217342244
457	0.1215690143
458	0.1211774897
459	0.1210101048
460	0.1208447963
461	0.1207425327
462	0.1204614866
463	0.1202973929
464	0.1199524658
465	0.1198260216
466	0.1194670581
467	0.1191074133
468	0.118967061
469	0.1188258037
470	0.1186390537
471	0.1183972666
472	0.1182116531
473	0.118074992
474	0.1179414641
475	0.1177672827
476	0.1174457198
477	0.1173179981
478	0.1170901128
479	0.1167628614
480	0.1162663959
481	0.1160425266
482	0.1158757338
483	0.11561139
484	0.1153846169
485	0.1152277965
486	0.1150389941
487	0.1148359089
488	0.1146162899
489	0.1142819729
490	0.1140607983
491	0.1139296179
492	0.1138176428
493	0.1136776878
494	0.1134119517
495	0.1132395922
496	0.1131051579
497	0.1128426962
498	0.1126967969
499	0.1124899508
500	0.1121769035
501	0.1118938026
502	0.1114942823
503	0.1113213556
504	0.111152471
505	0.1110173937
506	0.1108792505
507	0.1106620464
508	0.1103933062
509	0.1101502121
510	0.1100172805
511	0.1098969751
512	0.1097766641
513	0.1096625084
514	0.1093602159
515	0.1092452902
516	0.1089539171
517	0.1087218288
518	0.1082091646
519	0.1079667552
520	0.1076962753
521	0.1075668095
522	0.107432811
523	0.1073007989
524	0.1070759613
525	0.106849686
526	0.1066595896
527	0.1064693587
528	0.1061851692
529	0.1059553297
530	0.1058127107
531	0.1055795604
532	0.1054109838
533	0.1051684561
534	0.104949676
535	0.1048133247
536	0.1045977216
537	0.1044987476
538	0.1043313226
539	0.104158417
540	0.1040595342
541	0.1038209297
542	0.1036843077
543	0.1035584459
544	0.1032611472
545	0.1031487485
546	0.1029729937
547	0.1027795312
548	0.1026168736
549	0.1025428981
550	0.1023235173
551	0.1021876782
552	0.1019539149
553	0.1017505885
554	0.1015038094
555	0.1012389613
556	0.1011206021
557	0.1008955318
558	0.1006048189
559	0.1005287054
560	0.1003776801
561	0.1002300369
562	0.1001325811
563	0.1000503627
564	0.09985173445
565	0.09973373365
566	0.09956133203
567	0.09928833751
568	0.09914069652
569	0.09891285653
570	0.09876139823
571	0.09868529791
572	0.09849945135
573	0.09828844681
574	0.09815252691
575	0.09806650623
576	0.09794576004
577	0.09778057831
578	0.09765898094
579	0.09743721438
580	0.09731668158
581	0.09723867687
582	0.09686139557
583	0.09668415398
584	0.09643742799
585	0.09620807241
586	0.09602169959
587	0.09590006848
588	0.0957898658
589	0.09568765907
590	0.09554019102
591	0.09537768157
592	0.09509941289
593	0.09492378195
594	0.09474177613
595	0.09459355784
596	0.0944234285
597	0.09423167492
598	0.09408338361
599	0.09391407206
600	0.09380821854
601	0.09367286123
602	0.09356043547
603	0.09336777676
604	0.09315849522
605	0.09306078671
606	0.09296251133
607	0.09279866762
608	0.09269359645
609	0.09260143551
610	0.09249868378
611	0.09240419674
612	0.09224368154
613	0.09208281267
614	0.09192661585
615	0.09179838116
616	0.0915834523
617	0.09129864802
618	0.09118010011
619	0.09090263423
620	0.09064276149
621	0.09046596833
622	0.09036833976
623	0.09020496559
624	0.09007415421
625	0.08993008261
626	0.0897063121
627	0.0895406886
628	0.08936278223
629	0.08923415591
630	0.08917125846
631	0.08899976335
632	0.0888725357
633	0.08877123092
634	0.08869374096
635	0.08857929534
636	0.08844826931
637	0.08832582931
638	0.08816703108
639	0.08794365976
640	0.08784198451
641	0.08773713869
642	0.08761858338
643	0.08753487604
644	0.08743911768
645	0.08728736659
646	0.08719625622
647	0.08706466756
648	0.08685572742
649	0.08666000882
650	0.08646264319
651	0.08630782556
652	0.0860888635
653	0.08589904246
654	0.08576878113
655	0.08565193518
656	0.08553599258
657	0.08540868206
658	0.08531566391
659	0.08516995529
660	0.08505825437
661	0.08495562469
662	0.08486741352
663	0.08476271667
664	0.08465588395
665	0.08445287904
666	0.08431401991
667	0.08424945816
668	0.08413686116
669	0.08400271966
670	0.08384372521
671	0.08366394975
672	0.08356344797
673	0.08345647759
674	0.08337109451
675	0.08326328484
676	0.08312936343
677	0.0829599023
678	0.08287001785
679	0.08273989702
680	0.08252937753
681	0.08246046437
682	0.08230068312
683	0.08218774784
684	0.08197543898
685	0.08189328961
686	0.08172529002
687	0.08163236793
688	0.08157173919
689	0.08148075816
690	0.0814178125
691	0.08131086576
692	0.08121409777
693	0.08107953589
694	0.0809953867
695	0.08094351569
696	0.08082743374
697	0.08076617488
698	0.08060787558
699	0.08047227009
700	0.08039790467
701	0.08029117551
702	0.08020852933
703	0.08007271851
704	0.07992422162
705	0.07977661212
706	0.0796384186
707	0.07944048604
708	0.07923847565
709	0.0791592026
710	0.07908885713
711	0.07896931611
712	0.07883967231
713	0.07874585753
714	0.07859367133
715	0.07853302717
716	0.07844794016
717	0.0783407838
718	0.07822699754
719	0.07811518316
720	0.07801665806
721	0.07795196463
722	0.07787663162
723	0.0777495894
724	0.07769339972
725	0.07755984924
726	0.07747086943
727	0.07741446823
728	0.07735891658
729	0.07720904302
730	0.0771203285
731	0.07699414093
732	0.07691751674
733	0.07677389034
734	0.07665881974
735	0.07658836356
736	0.07651928276
737	0.0764450806
738	0.07639583368
739	0.07630298075
740	0.07618774947
741	0.076073068
742	0.07592522331
743	0.07574005522
744	0.07558103219
745	0.07547486792
746	0.07537397477
747	0.07519670959
748	0.07511023374
749	0.07504073945
750	0.07497820366
751	0.07489317815
752	0.07485188168
753	0.07477430825
754	0.0746190971
755	0.07450543602
756	0.07437033367
757	0.07427162802
758	0.07422425195
759	0.07411508074
760	0.07407196387
761	0.07399958817
762	0.07388748536
763	0.07379586128
764	0.07369836629
765	0.07361613106
766	0.07352893079
767	0.07347556459
768	0.0733636586
769	0.07321885145
770	0.07306237012
771	0.07294579218
772	0.07284054361
773	0.07275124409
774	0.07258737011
775	0.0725260903
776	0.07243832292
777	0.0723333534
778	0.07215767087
779	0.07199324632
780	0.07184353208
781	0.07175859487
782	0.07170777955
783	0.07160645093
784	0.07142991742
785	0.07135634209
786	0.07127016889
787	0.07117958664
788	0.07109564185
789	0.07102267637
790	0.07095637488
791	0.0708863196
792	0.07081488026
793	0.07070931645
794	0.070604013
795	0.0705204084
796	0.070426169
797	0.07035094832
798	0.0702759217
799	0.07020779421
800	0.07014984396
801	0.07007474777
802	0.06997355214
803	0.06991881583
804	0.06985912819
805	0.06967955959
806	0.06958229383
807	0.06951643395
808	0.06945488327
809	0.06941528322
810	0.06935349591
811	0.0692983597
812	0.06918629923
813	0.06908730439
814	0.06900552466
815	0.06892653998
816	0.06880814473
817	0.06866716625
818	0.06861784686
819	0.06850641777
820	0.06841140024
821	0.0683238399
822	0.06826869292
823	0.06820835842
824	0.06804220094
825	0.06793154958
826	0.06787710545
827	0.06782278983
828	0.06771992373
829	0.06762917838
830	0.06756485067
831	0.06746095108
832	0.06736509685
833	0.06731307258
834	0.06718446751
835	0.06711061174
836	0.06698675327
837	0.06691230327
838	0.06680812862
839	0.06672182164
840	0.06664347474
841	0.0665655865
842	0.06648802007
843	0.06633409678
844	0.06621729409
845	0.06616979543
846	0.06609544066
847	0.06604694046
848	0.06599404536
849	0.06594331987
850	0.06588752073
851	0.06583740697
852	0.06573795477
853	0.06566425195
854	0.06557420722
855	0.06550009906
856	0.06544019771
857	0.06537381171
858	0.06531251569
859	0.0652332777
860	0.0651690262
861	0.06510052685
862	0.06500100814
863	0.06487215166
864	0.06482558709
865	0.06476020715
866	0.06467525217
867	0.06458858002
868	0.06450838229
869	0.06445368203
870	0.06434553481
871	0.06426347257
872	0.0642031881
873	0.0641194339
874	0.06405760173
875	0.06400004578
876	0.06390749759
877	0.0638137762
878	0.06373331111
879	0.06361132802
880	0.06355550741
881	0.06350687173
882	0.06346578292
883	0.06333185328
884	0.06327133501
885	0.06321269579
886	0.0631548622
887	0.06306242559
888	0.06299217889
889	0.06294218877
890	0.06286702426
891	0.06279537439
892	0.06273564847
893	0.06266702599
894	0.06260654805
895	0.06255060425
896	0.06243889848
897	0.06228722259
898	0.06220118871
899	0.06214288831
900	0.06207403659
901	0.06200380821
902	0.06194372122
903	0.06187997985
904	0.06184879559
905	0.06180706441
906	0.06173724992
907	0.06169391022
908	0.0616246181
909	0.06152852338
910	0.06143794396
911	0.06139624514
912	0.06131940105
913	0.06127127473
914	0.06122556431
915	0.06116588698
916	0.0610967843
917	0.06104255953
918	0.06100127453
919	0.0608538619
920	0.06078517341
921	0.06074256455
922	0.06070543435
923	0.0606640712
924	0.06056545127
925	0.06051010236
926	0.06046036155
927	0.06040451534
928	0.060333441
929	0.06031145688
930	0.06024395148
931	0.06015321867
932	0.06008589748
933	0.06001916528
934	0.059959313
935	0.05985154377
936	0.05978995152
937	0.0597056106
938	0.05962737996
939	0.05955491508
940	0.05951411709
941	0.05947836554
942	0.0593959068
943	0.05932209449
944	0.05928901128
945	0.05924287984
946	0.05917906391
947	0.05913318328
948	0.05909212913
949	0.05905781636
950	0.0589978653
951	0.05893996139
952	0.05889764424
953	0.05882305934
954	0.05877558728
955	0.05868731217
956	0.05861595438
957	0.05857500108
958	0.05852067643
959	0.0584620898
960	0.05842306502
961	0.05831884731
962	0.05822026527
963	0.05817863304
964	0.05813768398
965	0.05810118501
966	0.05805533073
967	0.05799297398
968	0.0579033204
969	0.05785390521
970	0.05772648893
971	0.05769107872
972	0.0576304618
973	0.05760930493
974	0.05757922582
975	0.05748523976
976	0.05744080154
977	0.05740244964
978	0.05735410147
979	0.05724470553
980	0.05720174156
981	0.05713086005
982	0.05707763743
983	0.05704051841
984	0.05698216685
985	0.05693859937
986	0.056838969
987	0.05678562786
988	0.05671664544
989	0.05668033478
990	0.05661952886
991	0.05655538622
992	0.05649096706
993	0.05643363862
994	0.05638373402
995	0.05636441465
996	0.05632106729
997	0.05628257986
998	0.05620877173
999	0.05615328014
